uniqueId,teamName,condition,timezone,stageName,stageDay,goalSetComplete,firstTaskGoal,addTaskGoals,addFirstRelGoal,addRelGoals,addRelGoalsLater,Inclusion_Dimension_1,Inclusion_Dimension_2
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,4,TRUE,"Today, I want to host a team lunch where each member shares one personal interest or hobby. I will invite all team members, aiming for at least 90% participation, to create an environment where everyone feels valued and connected. This will be organized by 12 PM and will take place in the break room for an hour.","I want to schedule a 30-minute team brainstorming session by the end of the day to discuss ways we can support each other better and foster a more inclusive environment, ensuring all voices are heard and valued.",My goal is to identify and implement at least three new inclusive practices within our team by the end of this quarter. I will collaborate with team members and management to ensure these practices are aligned with our organizational mission and measurable through feedback and engagement metrics.,I would like to review our team's current practices to identify any gaps in diversity and inclusion efforts and propose at least two actionable improvements by the end of the day,,Belongingness,OrgEfforts
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,3,TRUE,"Today, I will check in with three team members individually to ask for their input on how we can improve collaboration and ensure everyone feels valued, aiming to gather at least two actionable suggestions from each conversation by the end of the day.","I will update the team's project management board by the end of today, ensuring that all tasks are assigned and deadlines are clear, to improve transparency and help everyone feel aligned and included in the workflow.","I will facilitate a 30-minute training session on inclusive practices for my team by the end of this week, aiming for full participation and at least two team members providing feedback on areas for further improvement. This will help reinforce our commitment to creating a more inclusive workplace",I will schedule one-on-one check ins with two team members this afternoon to discuss their perspectives on inclusivity and gather feedback for future improvements.,,Belongingness,OrgEfforts
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,4,TRUE,"I will recognize the top three contributors to our recent project by highlighting their specific achievements in a team email by 4 PM today. This will be followed up with a verbal acknowledgment during tomorrow's meeting. The goal is achievable within this timeframe, measurable by tracking feedback and engagement from the team, and relevant to fostering a culture of recognition, which supports our long-term goal of enhancing team morale and productivity.",I will review and finalize the project milestones for our upcoming deadlines by 5 PM today to ensure alignment with our team’s objectives.,"Today, I will show appreciation to my team members by sending a personalized message to each team member, acknowledging their specific contributions to our latest project by 3 PM. I will ensure that all five team members receive this recognition, which will directly relate to their individual efforts. This action is achievable and relevant, as it boosts morale and highlights the value of their work. I will complete this task before the end of the workday to ensure timely recognition.","Yes, in addition to sending personalized messages, I will verbally acknowledge the team's collective effort during our afternoon meeting, I would highlighting specific examples of collaboration and problem solving. By the end of the day, I will also create a rotating Team Member Spotlight to recognize one person's contribution each week. This would ensures that everyone gets consistent recognition moving forward.",,Uniqueness,Appreciation
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,2,TRUE,"I want to organize a ""Unique Skills Workshop"" for my team to showcase their diverse talents and experiences that go beyond their real estate expertise. My goal is to have at least 80% of the team participate, with each person sharing for 5 minutes. I’ll set aside an hour for this during a Friday afternoon meeting and will send a reminder a week in advance to ensure everyone is ready. This initiative will help boost team morale, encourage creative thinking, and strengthen collaboration, all of which are crucial for our success in real estate. The workshop will be held in two weeks, and I’ll gather feedback afterward to assess the impact on team engagement.","Today, I also want to set up a one-on-one session with each team member to discuss their individual career goals and how I can support their professional growth within the next quarter.","I would show appreciation to my team members today:.Specific: I’ll organize a team lunch where each person receives a personalized thank you note highlighting their unique contributions..Measurable: I’ll make sure everyone gets their note and joins the lunch. I’ll keep track by checking off each person on a list..Achievable: I’ll choose a nearby restaurant or use the office cafeteria, ensuring it fits within our budget and setup time..Relevant: I’ll tailor each note to reflect the specific achievements and efforts of each team member, showing how much they’re valued..Time-bound: I’ll schedule the lunch for the end of this week and have all thank-you notes prepared by Thursday. This way, everyone will feel recognized and appreciated in a timely manner.","Today, I’d like to finalize the report I’ve been working on for the project review. This includes reviewing all data and ensuring that all sections are complete and accurate. Next, I want to address any outstanding emails from the team to ensure everyone’s questions and concerns are handled promptly..Finally, I’d like to prepare for the upcoming team meeting by drafting an agenda and gathering relevant materials to facilitate a productive discussion.",,Uniqueness,Appreciation
93010041,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,I will send a thank you card today,,,I will acknowledge the specific tasks that helped us get to this point in the semester,,Uniqueness,
93010041,AcademicThunder,MCLeader,US/Eastern,Intervention,6,FALSE,[No Response],,,Hold staff meeting and celebrate accomplishments,,,
93010041,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,Partner with 1:1 to think about impact of each other,,,Bring team together Monday to brainstorm process,,Belongingness,
93010041,AcademicThunder,MCLeader,US/Eastern,Intervention,7,FALSE,,,,,,,
93010041,AcademicThunder,MCLeader,US/Eastern,Intervention,2,TRUE,Review team resources and delegate appropriately,,,Highlight staff achievements in meetings, undefined| Nothing else right now|I don’t want to add more to this right now,,
93010041,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,Create training grant tables by the end of the day,,,I will send an email to the team asking for their feedback on upcoming events and thanking them for participation,,Uniqueness,
